ticker,history_length,horizon,model,observations,mean_price_mae,mean_return_abs_error
PLUG,60,5,XGBoost,48,0.7987890488126744,0.12777649014558592
PLUG,60,10,ARIMA,50,0.9555885931432958,0.15231175148117188
PLUG,60,10,Naive,50,0.9570000460743904,0.15169161538434495
PLUG,60,10,XGBoost,48,1.12844482632025,0.18159765392683594
PLUG,60,20,ARIMA,50,1.3948948141352349,0.18890095589043596
PLUG,60,20,Naive,50,1.3960000583529473,0.1899670249656534
PLUG,60,20,XGBoost,48,2.0463875564625744,0.23552935547218037
PLUG,90,1,ARIMA,50,0.2798532848554762,0.04349415134065209
PLUG,90,1,Naive,50,0.27939991712570206,0.04307719764010299
PLUG,90,1,XGBoost,49,0.31153267356043707,0.04669431582446287
PLUG,90,5,ARIMA,50,0.6185442502505056,0.1350617668593759
PLUG,90,5,Naive,50,0.61799998909235,0.13465351278013898
PLUG,90,5,XGBoost,49,0.729129659850779,0.1525221555583609
PLUG,90,10,ARIMA,50,0.7511336982152274,0.14299554111879312
PLUG,90,10,Naive,50,0.7503999671339986,0.14240568925752503
PLUG,90,10,XGBoost,49,0.9448400839591231,0.1988517711507213
PLUG,90,20,ARIMA,50,1.8180694316160393,0.23401981031876215
PLUG,90,20,Naive,50,1.8189999002218247,0.2339329492820375
PLUG,90,20,XGBoost,48,2.489173561385443,0.3528051547510436
PLUG,180,1,ARIMA,50,0.2319097660611549,0.034231275495608726
PLUG,180,1,Naive,50,0.23140004098415376,0.0337786385338579
PLUG,180,1,XGBoost,50,0.30627974713353695,0.04064051935545237
PLUG,180,5,ARIMA,50,0.5689109205548536,0.09037965648830806
PLUG,180,5,Naive,50,0.5690000087022781,0.08999237400966965
PLUG,180,5,XGBoost,50,0.6494480073641212,0.11493711824071212
PLUG,180,10,ARIMA,50,0.8308061994287863,0.1284111529881567
PLUG,180,10,Naive,50,0.8307999348640442,0.12824750234254845
PLUG,180,10,XGBoost,50,0.9753404114477818,0.17270016318050224
PLUG,180,20,ARIMA,50,1.3801691285067201,0.21541277050280716
PLUG,180,20,Naive,50,1.379799964427948,0.21563097829291983
PLUG,180,20,XGBoost,50,1.7503635003439282,0.28486641987101097
RKLB,30,1,ARIMA,50,0.7367088518108108,0.027482395901696193
RKLB,30,1,Naive,50,0.7203003168106078,0.026377134469176194
RKLB,30,1,XGBoost,45,0.9197474100283881,0.037561504235900225
